speed 2 :  NMSE: 0.1538566748301188 SE: 6.812129815419515 SE0: 7.3309173583984375 SE_per 0.9292329298481874
speed 3 :  NMSE: 0.15801682571570078 SE: 6.16123104095459 SE0: 7.3309173583984375 SE_per 0.8404447546931036
speed 4 :  NMSE: 0.17222685615221658 SE: 6.407499631245931 SE0: 7.3309173583984375 SE_per 0.8740379024877941
speed 5 :  NMSE: 0.21082626779874167 SE: 6.590829531351726 SE0: 7.3309173583984375 SE_per 0.8990456731586459
speed 6 :  NMSE: 0.2102688948313395 SE: 6.579919656117757 SE0: 7.3309173583984375 SE_per 0.8975574726101198
speed 7 :  NMSE: 0.2635163863499959 SE: 6.507033665974935 SE0: 7.3309173583984375 SE_per 0.8876151984608521
speed 8 :  NMSE: 0.38285935918490094 SE: 6.202663739522298 SE0: 7.3309173583984375 SE_per 0.8460965301179407
speed 9 :  NMSE: 0.3394776980082194 SE: 6.160383383433024 SE0: 7.3309173583984375 SE_per 0.8403291269373775
---------------------------------------------------------------
loading  6 th model...... rnn
speed 0 :  NMSE: 0.42599151531855267 SE: 6.532102902730306 SE0: 7.3309173583984375 SE_per 0.8910348573561541
speed 1 :  NMSE: 0.2466119329134623 SE: 6.525875568389893 SE0: 7.3309173583984375 SE_per 0.8901853955444916
speed 2 :  NMSE: 0.23686537643273672 SE: 6.647652784983317 SE0: 7.3309173583984375 SE_per 0.9067968522885667
speed 3 :  NMSE: 0.21139473716417947 SE: 6.08717664082845 SE0: 7.3309173583984375 SE_per 0.8303430994014501
speed 4 :  NMSE: 0.3418539712826411 SE: 6.387716770172119 SE0: 7.3309173583984375 SE_per 0.8713393505731216
speed 5 :  NMSE: 0.21051372587680817 SE: 6.598865667978923 SE0: 7.3309173583984375 SE_per 0.9001418711150982
speed 6 :  NMSE: 0.376398503780365 SE: 6.4463019371032715 SE0: 7.3309173583984375 SE_per 0.8793308697878399
speed 7 :  NMSE: 0.2867514193058014 SE: 6.444056669871013 SE0: 7.3309173583984375 SE_per 0.879024596081223
speed 8 :  NMSE: 0.34521310528119403 SE: 6.185297171274821 SE0: 7.3309173583984375 SE_per 0.8437275812676879
speed 9 :  NMSE: 0.5196268757184347 SE: 5.967855771382649 SE0: 7.3309173583984375 SE_per 0.8140667094747372
---------------------------------------------------------------
loading  7 th model...... pad
speed 0 :  NMSE: 0.15507854550378397 SE: 7.014933782815933 SE0: 7.330916404724121 SE_per 0.956897254795517
speed 1 :  NMSE: 0.24167522406205535 SE: 6.796686909198761 SE0: 7.330916404724121 SE_per 0.9271265056056162
speed 2 :  NMSE: 0.40875641697319226 SE: 6.867143170833588 SE0: 7.330916404724121 SE_per 0.9367373451985248
speed 3 :  NMSE: 0.4244030312821269 SE: 6.213166669607163 SE0: 7.330916404724121 SE_per 0.8475293301125807
speed 4 :  NMSE: 0.41576493948465215 SE: 6.432762621641159 SE0: 7.330916404724121 SE_per 0.8774841051926084
speed 5 :  NMSE: 0.314357243408449 SE: 6.6586307263374325 SE0: 7.330916404724121 SE_per 0.9082944557990785
speed 6 :  NMSE: 0.40353821478784085 SE: 6.515714637041092 SE0: 7.330916404724121 SE_per 0.8887994729884378
speed 7 :  NMSE: 0.37854536034166814 SE: 6.538216533660889 SE0: 7.330916404724121 SE_per 0.8918689250702125
speed 8 :  NMSE: 0.4272765822662041 SE: 6.456632549762726 SE0: 7.330916404724121 SE_per 0.8807401685281806
speed 9 :  NMSE: 0.4826904692966491 SE: 6.281743812561035 SE0: 7.330916404724121 SE_per 0.8568838417681331
---------------------------------------------------------------
loading  8 th model...... np
speed 0 :  NMSE: 0.8305214047431946 SE: 6.662462870279948 SE0: 7.3309173583984375 SE_per 0.9088170749391009
speed 1 :  NMSE: 0.9151240885257721 SE: 6.376447041829427 SE0: 7.3309173583984375 SE_per 0.8698020629743491
speed 2 :  NMSE: 1.4171914060910542 SE: 6.0689083735148115 SE0: 7.3309173583984375 SE_per 0.8278511510653105
speed 3 :  NMSE: 1.7323499123255413 SE: 4.967341899871826 SE0: 7.3309173583984375 SE_per 0.6775880366706283
speed 4 :  NMSE: 2.2408055861790976 SE: 5.132096608479817 SE0: 7.3309173583984375 SE_per 0.7000619919143394
speed 5 :  NMSE: 2.4692887465159097 SE: 5.615755716959636 SE0: 7.3309173583984375 SE_per 0.7660372423276768
speed 6 :  NMSE: 2.96394673983256 SE: 5.547583262125651 SE0: 7.3309173583984375 SE_per 0.7567379348193354
speed 7 :  NMSE: 3.329272190729777 SE: 5.500516573588054 SE0: 7.3309173583984375 SE_per 0.7503176348436882
speed 8 :  NMSE: 3.8019144535064697 SE: 5.267370382944743 SE0: 7.3309173583984375 SE_per 0.7185144949029256
speed 9 :  NMSE: 3.0781885782877603 SE: 5.1119991938273115 SE0: 7.3309173583984375 SE_per 0.69732053219382
