speed 0 :  NMSE: 9.192660848299662 SE: 5.8607455889383955 SE0: 7.3309173583984375 SE_per 0.7994559619778301
speed 1 :  NMSE: 2.8682494362195334 SE: 5.957361380259196 SE0: 7.3309173583984375 SE_per 0.8126351845222113
speed 2 :  NMSE: 4.697649518648784 SE: 6.065972328186035 SE0: 7.3309173583984375 SE_per 0.8274506493019925
speed 3 :  NMSE: 0.7893143792947134 SE: 5.527571519215901 SE0: 7.3309173583984375 SE_per 0.7540081614592764
speed 4 :  NMSE: 4.431785047054291 SE: 5.300508499145508 SE0: 7.3309173583984375 SE_per 0.7230348181558949
speed 5 :  NMSE: 2.1748375495274863 SE: 5.809119701385498 SE0: 7.3309173583984375 SE_per 0.7924137481553329
speed 6 :  NMSE: 2.8431820074717202 SE: 5.7096207936604815 SE0: 7.3309173583984375 SE_per 0.7788412438068794
speed 7 :  NMSE: 5.025697747866313 SE: 5.377928733825684 SE0: 7.3309173583984375 SE_per 0.7335956021472029
speed 8 :  NMSE: 1.6953552563985188 SE: 5.482982158660889 SE0: 7.3309173583984375 SE_per 0.7479257902668185
speed 9 :  NMSE: 2.0534698168436685 SE: 4.805118242899577 SE0: 7.3309173583984375 SE_per 0.6554593385771486
---------------------------------------------------------------
loading  4 th model...... gru
speed 0 :  NMSE: 1.7183210055033367 SE: 5.585678259531657 SE0: 7.3309173583984375 SE_per 0.7619344191805134
speed 1 :  NMSE: 4.012685378392537 SE: 5.533625443776448 SE0: 7.3309173583984375 SE_per 0.754833968689747
speed 2 :  NMSE: 3.1944779555002847 SE: 5.703105290730794 SE0: 7.3309173583984375 SE_per 0.7779524733282129
speed 3 :  NMSE: 1.4948484202226002 SE: 5.365644613901774 SE0: 7.3309173583984375 SE_per 0.7319199428370026
speed 4 :  NMSE: 1.5493970314661663 SE: 5.565873781840007 SE0: 7.3309173583984375 SE_per 0.7592329185737766
speed 5 :  NMSE: 3.487741311391195 SE: 5.63941224416097 SE0: 7.3309173583984375 SE_per 0.7692641955239548
speed 6 :  NMSE: 2.302119572957357 SE: 5.529486020406087 SE0: 7.3309173583984375 SE_per 0.7542693158409982
speed 7 :  NMSE: 1.410725712776184 SE: 5.442335446675618 SE0: 7.3309173583984375 SE_per 0.7423812301527006
speed 8 :  NMSE: 1.8337747653325398 SE: 5.266360282897949 SE0: 7.3309173583984375 SE_per 0.7183767085935988
speed 9 :  NMSE: 1.801403800646464 SE: 5.052209218343099 SE0: 7.3309173583984375 SE_per 0.6891646667596372
---------------------------------------------------------------
loading  5 th model...... lstm
speed 0 :  NMSE: 2.4745150407155356 SE: 5.665462493896484 SE0: 7.3309173583984375 SE_per 0.7728176730032325
speed 1 :  NMSE: 0.6339009900887808 SE: 5.917877833048503 SE0: 7.3309173583984375 SE_per 0.8072492900590225
speed 2 :  NMSE: 3.5405266284942627 SE: 5.400098482767741 SE0: 7.3309173583984375 SE_per 0.7366197460378252
speed 3 :  NMSE: 1.0853330095609028 SE: 5.311596075693767 SE0: 7.3309173583984375 SE_per 0.7245472586877141
speed 4 :  NMSE: 1.206317126750946 SE: 5.714061260223389 SE0: 7.3309173583984375 SE_per 0.779446961528935
speed 5 :  NMSE: 0.9216964244842529 SE: 5.822371323903401 SE0: 7.3309173583984375 SE_per 0.7942213831169687
speed 6 :  NMSE: 3.062457005182902 SE: 5.345140775044759 SE0: 7.3309173583984375 SE_per 0.7291230433693628
speed 7 :  NMSE: 2.203761021296183 SE: 5.33797820409139 SE0: 7.3309173583984375 SE_per 0.728146007262802
speed 8 :  NMSE: 1.5396132270495098 SE: 5.344452063242595 SE0: 7.3309173583984375 SE_per 0.7290290971729328
speed 9 :  NMSE: 1.5486131111780803 SE: 5.115482171376546 SE0: 7.3309173583984375 SE_per 0.6977956402026757
---------------------------------------------------------------
loading  6 th model...... rnn
speed 0 :  NMSE: 8.515894571940104 SE: 5.630435784657796 SE0: 7.3309173583984375 SE_per 0.7680397294627066
speed 1 :  NMSE: 3.2536200682322183 SE: 5.612334728240967 SE0: 7.3309173583984375 SE_per 0.7655705901269464
speed 2 :  NMSE: 6.703407605489095 SE: 5.8102946281433105 SE0: 7.3309173583984375 SE_per 0.7925740182416499
speed 3 :  NMSE: 1.382050593694051 SE: 5.390832265218099 SE0: 7.3309173583984375 SE_per 0.7353557544939802
speed 4 :  NMSE: 10.912577311197916 SE: 5.498453299204509 SE0: 7.3309173583984375 SE_per 0.7500361865224653
speed 5 :  NMSE: 3.5539735158284507 SE: 5.773838996887207 SE0: 7.3309173583984375 SE_per 0.7876011574830519
speed 6 :  NMSE: 5.923377911249797 SE: 5.182693799336751 SE0: 7.3309173583984375 SE_per 0.706963882685072
speed 7 :  NMSE: 2.9440696636835733 SE: 5.382243633270264 SE0: 7.3309173583984375 SE_per 0.7341841914374145
speed 8 :  NMSE: 2.2098528146743774 SE: 5.378505865732829 SE0: 7.3309173583984375 SE_per 0.7336743278890071
speed 9 :  NMSE: 3.3388779560724893 SE: 4.859299659729004 SE0: 7.3309173583984375 SE_per 0.6628501485100086
---------------------------------------------------------------
loading  7 th model...... pad
speed 0 :  NMSE: 1098.1832394069875 SE: 5.982500350475311 SE0: 7.330916404724121 SE_per 0.8160644618209155
speed 1 :  NMSE: 2.423335836883634 SE: 5.96878890633583 SE0: 7.330916404724121 SE_per 0.8141941030032042
speed 2 :  NMSE: 1.8027646056329831 SE: 5.690574787855148 SE0: 7.330916404724121 SE_per 0.7762433062513276
speed 3 :  NMSE: 8.190424989112653 SE: 5.329374277591706 SE0: 7.330916404724121 SE_per 0.7269724524695712
speed 4 :  NMSE: 1.7896775471093134 SE: 5.635095074176788 SE0: 7.330916404724121 SE_per 0.7686753965091557
speed 5 :  NMSE: 16.89550122179091 SE: 5.940512844324112 SE0: 7.330916407108307 SE_per 0.8103370048748595
speed 6 :  NMSE: 18.918969732979313 SE: 5.5134738671779635 SE0: 7.330916404724121 SE_per 0.7520852186535673
speed 7 :  NMSE: 2.1275012081954627 SE: 5.612718731164932 SE0: 7.330916404724121 SE_per 0.7656230710185205
speed 8 :  NMSE: 1.6835276777017862 SE: 5.398670146465301 SE0: 7.330916404724121 SE_per 0.7364250045173535
speed 9 :  NMSE: 7.065954558886587 SE: 5.491510862112046 SE0: 7.330916404724121 SE_per 0.7490892760110124
---------------------------------------------------------------
loading  8 th model...... np
speed 0 :  NMSE: 56.058622201283775 SE: 5.820837179819743 SE0: 7.3309173583984375 SE_per 0.7940121127066426
speed 1 :  NMSE: 46.26112333933512 SE: 5.702145258585612 SE0: 7.3309173583984375 SE_per 0.7778215167100645
speed 2 :  NMSE: 19.632411162058514 SE: 5.1335272789001465 SE0: 7.3309173583984375 SE_per 0.7002571476295638
speed 3 :  NMSE: 34.12701733907064 SE: 4.525115489959717 SE0: 7.3309173583984375 SE_per 0.6172645616821282
speed 4 :  NMSE: 11.397853374481201 SE: 4.542336940765381 SE0: 7.3309173583984375 SE_per 0.6196137152687438
speed 5 :  NMSE: 18.61733881632487 SE: 4.925590515136719 SE0: 7.3309173583984375 SE_per 0.6718927897194025
speed 6 :  NMSE: 12.907889048258463 SE: 4.745175043741862 SE0: 7.3309173583984375 SE_per 0.6472825721198043
speed 7 :  NMSE: 25.583616256713867 SE: 4.80042044321696 SE0: 7.3309173583984375 SE_per 0.6548185184105926
speed 8 :  NMSE: 46.21245129903158 SE: 4.581355730692546 SE0: 7.3309173583984375 SE_per 0.6249362128525509
speed 9 :  NMSE: 129.90473175048828 SE: 4.622894763946533 SE0: 7.3309173583984375 SE_per 0.6306024932405571
